age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income
Young, Stategov, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, 11th,7, Nevermarried, Craftrepair, Otherrelative, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Machineopinspct, Unmarried, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Stategov, Assocvoc,11, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Admclerical, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Federalgov, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Overtime, UnitedStates,0
Old, Private, 5th6th,3, Marriedcivspouse, Transportmoving, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Overtime, UnitedStates,1
Young, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Execmanagerial, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Assocvoc,11, Divorced, Profspecialty, Unmarried, White, Female,None,None,Fulltime, UnitedStates,1
Young, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, Black, Male,None,None,Workaholic, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Young, Private, 12th,8, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, Italy,0
Senior, Stategov, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Overtime, UnitedStates,0
Young, Private, Assocvoc,11, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Execmanagerial, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, 10th,6, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged,null, 10th,6, Divorced,null, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young,null, 12th,8, Nevermarried,null, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Localgov, Assocvoc,11, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Techsupport, Notinfamily, White, Female,None,High,Fulltime, UnitedStates,0
Young, Private, Masters,14, Nevermarried, Sales, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Sales, Unmarried, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, 5th6th,3, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Stategov, Assocvoc,11, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Handlerscleaners, Notinfamily, White, Male,Low,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Assocvoc,11, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Old, Localgov, Doctorate,16, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,Low,Fulltime, UnitedStates,0
Senior, Private, 10th,6, Marriedspouseabsent, Craftrepair, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 9th,5, Marriedspouseabsent, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Sales, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Senior, Private, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Divorced, Execmanagerial, Unmarried, White, Male,None,None,Overtime, UnitedStates,1
Old, Localgov, 10th,6, Separated, Otherservice, Notinfamily, Black, Female,None,None,Workaholic, UnitedStates,0
Middleaged,null, HSgrad,9, Marriedcivspouse,null, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Part-time, UnitedStates,0
Senior, Federalgov, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young,null, HSgrad,9, Nevermarried,null, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Young, Private, HSgrad,9, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Protectiveserv, Notinfamily, Black, Female,High,None,Fulltime, UnitedStates,1
Senior, Localgov, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempinc, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Workaholic, UnitedStates,1
Senior, Private, Bachelors,13, Widowed, Otherservice, Notinfamily, White, Female,None,High,Part-time, UnitedStates,1
Senior, Selfempnotinc, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Machineopinspct, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Craftrepair, Notinfamily, Black, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 1st4th,2, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Machineopinspct, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Craftrepair, Notinfamily, Black, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Overtime, Germany,0
Middleaged, Private, HSgrad,9, Nevermarried, Farmingfishing, Ownchild, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, 7th8th,4, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Part-time, UnitedStates,1
Middleaged, Federalgov, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Techsupport, Husband, White, Male,High,None,Part-time, UnitedStates,1
Young, Private, HSgrad,9, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Part-time, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Handlerscleaners, Otherrelative, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Sales, Husband, AmerIndianEskimo, Male,None,None,Overtime, UnitedStates,1
Young, Selfempnotinc, HSgrad,9, Nevermarried, Admclerical, Ownchild, AsianPacIslander, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Sales, Notinfamily, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,High,Workaholic, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Craftrepair, Unmarried, White, Male,None,None,Overtime, UnitedStates,0
Senior, Localgov, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, Somecollege,10, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 7th8th,4, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young,null, Somecollege,10, Nevermarried,null, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Stategov, Assocacdm,12, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, 7th8th,4, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Overtime, Mexico,0
Senior, Private, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, HSgrad,9, Nevermarried, Sales, Ownchild, White, Female,None,None,Part-time, Mexico,0
Young,null, Somecollege,10, Nevermarried,null, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 10th,6, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Execmanagerial, Notinfamily, White, Female,None,Low,Overtime, UnitedStates,1
Middleaged, Private, 11th,7, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Stategov, Bachelors,13, Nevermarried, Profspecialty, Ownchild, White, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,High,Overtime, UnitedStates,1
Old, Federalgov, Assocvoc,11, Widowed, Otherservice, Unmarried, Black, Female,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Federalgov, Bachelors,13, Marriedcivspouse, Admclerical, Husband, White, Male,Low,None,Overtime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Divorced, Execmanagerial, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Localgov, Bachelors,13, Divorced, Profspecialty, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, 11th,7, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Fulltime, Canada,0
Senior, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, Germany,1
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Craftrepair, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Execmanagerial, Notinfamily, White, Male,Low,None,Overtime, UnitedStates,0
Senior, Private, Doctorate,16, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Senior, Federalgov, HSgrad,9, Marriedcivspouse, Techsupport, Husband, White, Male,None,High,Fulltime, UnitedStates,1
Middleaged, Private, Assocacdm,12, Divorced, Machineopinspct, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,Low,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior,null, Profschool,15, Marriedcivspouse,null, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Localgov, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Techsupport, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Nevermarried, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, Mexico,0
Middleaged, Private, 5th6th,3, Marriedspouseabsent, Transportmoving, Unmarried, Other, Male,None,None,Part-time, ElSalvador,0
Middleaged, Private, Masters,14, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Separated, Transportmoving, Otherrelative, White, Male,None,None,Overtime, Mexico,0
Middleaged, Private, 11th,7, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Localgov, HSgrad,9, Nevermarried, Techsupport, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 10th,6, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior,null, Masters,14, Marriedcivspouse,null, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempnotinc, Profschool,15, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Stategov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,Low,Fulltime, UnitedStates,0
